amount,transaction_hour,distance_from_usual_location,device_risk_score,location_risk_score,previous_failed_transactions,previous_fraud_history,recent_transaction_count,account_age_days,merchant_category,payment_method,is_fraud
253.11,12,12.49,0.183,0.204,1,0,5,1025,fashion,upi,0
367.33,4,27.41,0.944,0.755,1,0,6,962,grocery,upi,1
3062.25,8,68.52,0.507,0.631,0,0,8,773,electronics,card,0
160.53,18,17.24,0.528,0.905,2,0,7,1298,fashion,netbanking,1
3391.38,15,217.3,0.981,0.314,1,0,6,1827,electronics,upi,0
1037.84,5,47.81,0.366,0.848,0,0,3,1846,travel,card,0
332.82,13,60.92,0.943,0.684,1,0,5,1026,travel,upi,1
612.09,19,63.93,0.695,0.195,1,0,6,1107,gaming,netbanking,0
396.54,2,40.11,0.633,0.126,0,0,4,909,grocery,card,0
2607.7,1,35.56,0.234,0.703,0,0,1,1795,fashion,netbanking,0
2281.13,9,80.52,0.052,0.158,2,0,3,1726,gaming,card,0
196.53,15,159.63,0.438,0.794,0,0,4,118,gaming,netbanking,0
732.46,7,111.25,0.01,0.557,1,0,3,1594,travel,upi,0
462.58,19,16.52,0.071,0.477,1,0,7,69,electronics,card,0
3997.84,20,178.78,0.595,0.276,1,0,3,1430,grocery,netbanking,0
284.26,12,99.48,0.724,0.984,0,0,5,683,electronics,card,0
5454.68,9,173.76,0.168,0.722,0,0,4,1059,fashion,card,0
1060.72,1,34.21,0.733,0.778,0,0,2,1567,grocery,upi,1
343.11,19,178.12,0.95,0.769,0,0,2,476,fashion,netbanking,0
557.09,21,18.45,0.743,0.584,1,0,2,274,gaming,card,0
491.95,10,129.76,0.785,0.94,0,0,3,1139,travel,upi,0
306.55,12,49.28,0.701,0.584,0,0,4,1677,gaming,upi,0
1205.71,18,0.4,0.225,0.52,0,0,4,240,gaming,netbanking,0
321.21,16,214.81,0.361,0.274,1,0,5,781,fashion,netbanking,0
123.92,3,182.89,0.949,0.282,2,0,2,1078,travel,netbanking,0
750.19,16,18.78,0.661,0.737,1,0,2,462,travel,card,0
180.76,22,29.56,0.789,0.335,0,0,4,1704,electronics,card,0
516.89,18,115.38,0.969,0.729,2,0,3,1200,grocery,netbanking,0
441.82,11,114.32,0.231,0.953,0,0,2,1034,fashion,upi,0
458.88,12,104.95,0.322,0.439,0,0,2,286,travel,card,0
8110.89,6,6.02,0.645,0.097,1,0,6,146,gaming,upi,0
1160.27,15,18.02,0.024,0.667,0,0,3,339,fashion,card,0
1401.6,5,10.51,0.571,0.01,2,0,5,72,electronics,card,0
185.6,8,57.13,0.809,0.787,2,0,4,1074,gaming,upi,0
570.23,6,2.03,0.61,0.526,1,0,6,1722,grocery,netbanking,0
1360.09,8,10.46,0.295,0.49,1,0,4,1518,grocery,upi,0
393.65,8,71.44,0.724,0.569,3,0,2,456,fashion,card,1
2719.12,1,12.56,0.146,0.516,1,0,1,400,fashion,card,0
329.41,17,103.06,0.895,0.324,0,0,2,1056,fashion,netbanking,0
823.56,10,9.02,0.101,0.282,0,0,4,1557,fashion,netbanking,0
610.3,22,192.42,0.863,0.415,1,0,5,1555,electronics,netbanking,0
1292.48,4,20.79,0.498,0.895,1,0,2,1048,grocery,netbanking,0
577.96,16,23.74,0.429,0.135,1,0,4,513,gaming,upi,0
836.4,4,0.4,0.501,0.325,1,0,6,971,electronics,upi,0
865.99,13,109.93,0.2,0.192,0,0,5,1477,grocery,upi,0
526.16,11,49.9,0.458,0.427,2,0,3,1760,grocery,upi,0
1781.29,10,354.49,0.85,0.133,0,0,3,159,gaming,netbanking,0
1391.85,15,10.59,0.801,0.761,2,0,4,1550,gaming,upi,0
1003.64,19,153.66,0.163,0.103,1,0,4,1499,gaming,card,0
713.04,7,16.38,0.673,0.665,1,0,1,434,gaming,upi,0
2432.18,20,78.31,0.857,0.268,0,1,4,137,grocery,netbanking,0
866.24,4,30.2,0.82,0.472,1,0,5,624,grocery,netbanking,0
806.98,7,54.41,0.426,0.2,1,0,1,561,travel,card,1
1217.66,7,11.41,0.048,0.73,0,0,3,235,travel,netbanking,0
5982.46,22,85.23,0.931,0.948,2,0,1,520,grocery,card,1
287.05,2,42.32,0.396,0.222,1,0,5,399,gaming,netbanking,0
2368.13,9,0.31,0.361,0.953,1,0,7,1783,fashion,card,0
165.15,10,26.6,0.76,0.325,1,0,4,180,fashion,card,0
1362.77,19,0.31,0.264,0.558,3,0,4,1073,travel,card,0
5297.99,11,13.83,0.835,0.702,0,0,4,659,gaming,upi,0
1787.67,23,138.59,0.076,0.199,0,0,6,1687,fashion,card,0
1300.66,17,32.37,0.741,0.445,1,0,1,954,travel,upi,0
626.13,16,106.03,0.966,0.068,1,0,4,1168,travel,netbanking,0
1131.21,18,116.1,0.996,0.697,2,0,9,797,gaming,netbanking,0
852.3,3,1.87,0.924,0.417,3,0,4,1615,electronics,upi,1
499.71,10,220.91,0.871,0.892,1,0,3,1339,gaming,upi,0
820.67,14,39.05,0.279,0.274,0,0,4,1107,grocery,netbanking,0
1337.26,5,125.4,0.967,0.924,2,0,3,798,grocery,card,1
509.17,2,38.68,0.928,0.141,0,0,9,905,grocery,netbanking,0
489.66,3,34.1,0.534,0.607,1,0,1,512,electronics,netbanking,0
281.39,18,114.43,0.402,0.308,1,0,3,1319,travel,netbanking,0
1620.88,15,210.79,0.109,0.182,0,0,4,597,gaming,netbanking,0
1891.87,6,64.28,0.591,0.094,0,0,3,580,gaming,netbanking,0
1382.52,17,1.88,0.701,0.656,0,0,5,938,grocery,upi,1
2878.92,16,54.44,0.404,0.233,0,0,4,1838,fashion,netbanking,1
1197.35,19,26.93,0.406,0.573,1,0,4,884,electronics,upi,0
1622.97,21,61.64,0.573,0.979,1,0,4,1817,electronics,card,0
1485.99,21,41.8,0.028,0.316,1,0,2,1058,gaming,card,0
1000.7,4,21.0,0.958,0.035,1,0,1,154,gaming,card,0
644.95,18,3.77,0.29,0.143,1,0,4,1172,fashion,netbanking,0
10038.2,9,1.44,0.141,0.119,0,0,2,1834,grocery,upi,0
697.88,9,96.64,0.005,0.463,1,0,5,1765,grocery,netbanking,0
563.47,15,35.65,0.857,0.745,0,0,2,371,gaming,card,0
1692.58,14,212.9,0.863,0.296,1,0,5,543,electronics,netbanking,1
1410.72,10,257.6,0.095,0.146,0,0,6,1365,electronics,netbanking,0
269.13,23,104.4,0.152,0.641,0,0,6,879,travel,card,0
3370.03,4,69.12,0.448,0.301,0,0,1,1647,grocery,upi,0
998.05,2,24.81,0.186,0.575,1,0,5,1045,fashion,upi,0
361.07,0,46.32,0.736,0.934,0,0,4,490,gaming,netbanking,0
3600.34,19,64.84,0.058,0.291,0,0,3,670,electronics,upi,0
2050.17,9,171.76,0.55,0.512,2,0,7,234,travel,upi,0
309.65,10,80.98,0.383,0.807,1,0,6,579,gaming,netbanking,0
6484.58,15,22.97,0.465,0.692,0,0,4,1514,gaming,netbanking,0
2119.21,10,39.91,0.425,0.751,2,0,1,451,grocery,card,0
1085.51,13,260.9,0.153,0.773,2,0,9,890,fashion,card,0
5378.79,1,19.83,0.22,0.54,1,0,3,367,grocery,netbanking,0
1286.01,3,110.16,0.065,0.536,1,0,4,978,grocery,upi,0
1066.26,22,13.58,0.115,0.719,1,0,1,1931,fashion,upi,0
566.63,10,15.6,0.978,0.698,1,0,2,1526,grocery,netbanking,0
1962.26,4,182.12,0.28,0.67,0,0,6,1530,grocery,upi,0
1766.23,8,48.59,0.307,0.382,1,0,5,515,travel,upi,0
1112.85,8,52.62,0.127,0.829,0,0,4,621,travel,netbanking,0
497.71,6,31.78,0.755,0.236,0,0,7,203,travel,netbanking,0
1248.79,7,37.76,0.924,0.156,1,0,3,1843,gaming,netbanking,0
1022.7,17,46.83,0.79,0.345,0,0,4,1915,travel,upi,1
289.03,2,20.25,0.613,0.254,2,0,6,684,electronics,netbanking,0
251.69,7,17.28,0.813,0.663,0,0,3,1402,electronics,netbanking,0
1929.76,11,123.27,0.404,0.231,3,0,5,430,gaming,netbanking,1
81.3,12,31.52,0.859,0.656,0,0,4,1307,electronics,upi,0
1346.7,21,49.88,0.799,0.513,1,0,3,199,grocery,netbanking,0
679.88,22,254.59,0.002,0.152,0,0,7,672,travel,netbanking,0
4057.19,7,2.56,0.488,0.258,0,0,3,792,fashion,netbanking,0
669.5,12,24.76,0.265,0.522,0,0,2,1991,grocery,upi,0
2120.66,0,58.11,0.086,0.733,1,0,4,939,fashion,upi,0
737.37,14,163.8,0.846,0.398,2,0,7,452,travel,upi,0
1228.74,3,124.73,0.008,0.233,0,0,1,103,fashion,netbanking,0
2291.21,1,171.83,0.73,0.295,0,0,3,364,grocery,upi,0
690.52,16,25.9,0.988,0.095,0,0,2,492,gaming,netbanking,0
2970.71,4,62.74,0.482,0.025,2,1,1,643,gaming,upi,0
405.98,11,207.64,0.371,0.973,1,0,4,281,fashion,upi,0
1472.32,2,145.39,0.606,0.096,1,0,3,1480,fashion,netbanking,1
2759.04,17,55.37,0.805,0.125,0,0,7,779,fashion,card,1
2121.84,18,7.23,0.24,0.871,0,0,3,481,grocery,card,0
7453.54,13,69.84,0.251,0.664,0,0,6,1056,gaming,card,0
511.1,20,1.45,0.607,0.436,1,0,3,632,fashion,netbanking,0
276.12,10,133.22,0.94,0.649,0,0,5,1371,fashion,netbanking,0
405.72,4,215.12,0.298,0.935,0,0,2,1063,travel,upi,1
2122.7,3,109.4,0.377,0.099,1,0,2,1865,grocery,card,0
1804.29,5,25.3,0.993,0.244,1,0,5,1303,travel,card,1
1214.71,4,52.71,0.176,0.86,0,0,3,740,travel,upi,0
356.75,7,57.96,0.077,0.781,2,0,3,306,electronics,upi,0
2361.06,5,34.37,0.59,0.994,0,1,6,212,gaming,card,0
322.24,14,164.38,0.024,0.314,0,0,8,1312,electronics,upi,0
3494.51,3,34.19,0.18,0.945,1,0,2,75,gaming,card,0
19099.9,14,154.82,0.622,0.344,2,0,6,768,gaming,netbanking,1
1582.01,8,63.45,0.66,0.715,0,0,3,50,grocery,card,1
1964.73,16,10.77,0.51,0.883,0,0,6,698,grocery,netbanking,0
669.91,12,173.68,0.384,0.171,0,0,4,1768,electronics,netbanking,0
179.43,21,55.21,0.576,0.206,2,0,4,167,fashion,upi,0
600.21,10,8.26,0.643,0.581,1,0,5,1949,grocery,netbanking,0
367.64,7,173.68,0.803,0.844,1,0,5,1948,electronics,netbanking,0
258.01,14,119.64,0.793,0.079,0,0,3,1728,gaming,card,0
6138.65,15,25.82,0.665,0.851,1,0,4,1389,travel,upi,0
1440.67,10,43.7,0.894,0.343,0,0,5,365,travel,upi,0
1603.09,13,200.08,0.838,0.406,1,0,5,208,travel,upi,0
805.11,11,33.38,0.133,0.34,0,0,1,1839,gaming,netbanking,0
922.54,7,68.15,0.957,0.911,1,0,5,738,grocery,netbanking,1
2877.14,7,127.61,0.892,0.131,0,0,3,904,travel,netbanking,0
1061.74,21,35.88,0.321,0.574,0,0,4,169,grocery,card,0
1864.4,16,157.9,0.02,0.148,0,0,3,129,grocery,netbanking,0
901.44,2,96.23,0.604,0.929,0,0,6,1087,travel,netbanking,1
778.87,23,64.25,0.438,0.798,0,0,2,817,gaming,netbanking,0
268.56,17,55.24,0.75,0.234,1,0,3,1403,travel,upi,0
151.75,1,149.09,0.525,0.298,2,0,2,1669,fashion,netbanking,0
844.24,17,109.42,0.076,0.382,4,0,2,122,gaming,card,0
1160.37,14,51.82,0.245,0.405,0,1,3,1941,grocery,card,1
303.04,21,33.35,0.883,0.817,1,0,3,1845,fashion,upi,0
1059.47,11,38.39,0.038,0.565,2,0,3,1150,gaming,netbanking,0
1157.19,12,78.68,0.737,0.428,0,0,3,754,gaming,card,0
126.98,7,2.18,0.292,0.719,1,0,4,341,fashion,card,0
439.17,7,14.14,0.453,0.458,2,0,7,477,gaming,card,0
1647.91,14,219.51,0.531,0.128,0,1,2,1405,fashion,card,0
1614.95,19,122.36,0.25,0.107,1,0,1,268,grocery,card,0
345.96,21,112.65,0.652,0.326,1,0,11,1931,gaming,netbanking,0
1284.92,18,62.12,0.693,0.603,0,0,3,299,gaming,netbanking,0
3048.51,14,25.4,0.085,0.135,0,0,4,1511,grocery,upi,0
2385.28,12,72.08,0.374,0.55,0,0,2,1701,gaming,card,0
996.96,8,2.92,0.744,0.27,0,0,1,598,fashion,netbanking,0
686.79,18,55.54,0.722,0.695,1,0,3,965,travel,upi,0
584.44,7,1.11,0.545,0.028,2,0,1,1157,gaming,netbanking,0
1750.79,6,37.63,0.778,0.469,1,0,5,1598,fashion,upi,0
1332.89,20,337.49,0.108,0.052,1,0,6,111,fashion,card,0
2057.82,14,31.49,0.118,0.331,0,0,4,461,electronics,netbanking,0
1251.22,8,94.03,0.657,0.016,1,0,2,308,electronics,netbanking,1
2486.83,20,41.12,0.693,0.469,0,0,3,642,grocery,netbanking,0
1205.43,23,3.17,0.815,0.767,1,0,3,1349,gaming,upi,0
2403.52,7,0.47,0.181,0.1,0,0,8,831,electronics,netbanking,0
2619.72,12,12.96,0.517,0.735,0,0,2,989,grocery,card,0
490.52,11,20.19,0.661,0.584,0,0,1,914,grocery,upi,0
179.8,16,40.12,0.224,0.505,1,0,4,20,electronics,card,0
5133.24,22,22.48,0.517,0.599,0,0,6,204,travel,upi,0
1417.51,13,60.41,0.638,0.336,2,0,5,462,gaming,card,0
197.46,19,120.36,0.214,0.71,1,0,4,99,fashion,netbanking,0
537.1,14,2.4,0.376,0.78,2,0,1,1646,gaming,card,0
2372.91,21,11.85,0.216,0.778,0,0,3,1991,grocery,card,0
829.09,9,229.56,0.903,0.269,0,0,1,974,grocery,card,0
657.17,9,103.33,0.237,0.654,1,0,3,1336,electronics,card,1
4450.99,10,14.57,0.121,0.148,1,0,3,122,electronics,netbanking,0
384.8,23,6.19,0.035,0.495,1,0,5,118,grocery,netbanking,0
493.66,14,154.15,0.045,0.003,0,0,7,1213,gaming,card,0
1354.77,3,190.42,0.192,0.194,0,0,5,1547,gaming,card,0
1620.44,0,59.53,0.608,0.632,1,0,7,1859,travel,netbanking,1
1801.44,12,62.18,0.018,0.874,0,0,8,728,gaming,upi,0
2727.77,19,7.11,0.287,0.049,3,0,3,842,grocery,card,0
1337.53,11,54.03,0.058,0.559,0,0,1,1594,grocery,card,0
1788.95,13,64.46,0.404,0.637,1,0,4,290,gaming,netbanking,0
846.23,19,221.48,0.049,0.932,2,0,4,1900,gaming,card,0
1167.59,12,15.11,0.608,0.655,0,0,5,602,fashion,upi,0
1221.13,21,34.22,0.688,0.103,2,0,1,62,gaming,netbanking,0
1359.81,15,51.73,0.731,0.147,2,0,1,1582,fashion,upi,0
2374.49,17,14.72,0.224,0.636,1,0,2,1928,gaming,card,0
1910.55,18,123.27,0.869,0.216,2,0,2,968,gaming,netbanking,0
1146.21,15,27.77,0.69,0.928,2,1,8,339,gaming,upi,0
488.27,1,27.38,0.057,0.921,2,0,5,311,gaming,upi,0
1173.41,10,125.41,0.441,0.949,0,0,3,601,travel,card,0
1066.33,3,7.91,0.768,0.293,0,0,6,1072,gaming,netbanking,0
1330.33,12,62.46,0.311,0.717,1,0,1,1257,electronics,upi,0
9961.92,3,28.42,0.382,0.663,0,0,7,1399,electronics,upi,1
649.52,12,40.61,0.63,0.036,3,0,3,1434,gaming,netbanking,0
1672.86,8,52.77,0.055,0.266,0,0,4,489,electronics,upi,0
3192.19,0,104.95,0.967,0.207,0,0,11,348,gaming,upi,1
1209.55,2,75.74,0.174,0.371,1,1,5,1903,travel,card,1
11359.9,12,83.42,0.027,0.953,0,0,8,282,electronics,upi,0
751.42,1,70.24,0.005,0.846,1,0,1,1024,travel,upi,0
1516.39,20,52.89,0.4,0.293,1,0,1,580,travel,upi,0
493.34,18,157.64,0.884,0.53,1,0,3,1465,grocery,upi,1
771.61,17,5.09,0.82,0.192,0,0,2,657,travel,card,0
1406.6,4,87.57,0.912,0.277,2,0,5,209,grocery,netbanking,0
2556.27,19,53.69,0.534,0.065,0,0,4,643,travel,upi,0
1508.84,15,16.07,0.449,0.643,1,0,5,210,electronics,netbanking,0
3862.67,9,214.89,0.386,0.657,0,0,4,350,fashion,netbanking,0
997.28,0,154.37,0.046,0.839,0,0,3,950,gaming,upi,0
786.69,12,157.32,0.91,0.872,0,0,3,1941,grocery,netbanking,0
16382.76,19,32.65,0.496,0.16,0,0,4,414,grocery,upi,1
1626.58,0,70.35,0.455,0.743,0,0,5,1598,travel,card,0
534.07,1,96.17,0.515,0.135,1,0,1,1045,fashion,netbanking,0
547.7,9,63.95,0.794,0.374,0,0,6,1960,electronics,netbanking,0
427.23,12,80.07,0.224,0.516,0,0,2,1045,fashion,upi,0
2797.75,11,78.78,0.71,0.049,1,0,1,216,grocery,netbanking,0
761.75,10,46.0,0.711,0.157,0,0,7,826,electronics,netbanking,1
1245.59,6,33.55,0.85,0.271,1,0,6,160,travel,netbanking,0
1029.15,1,33.57,0.009,0.128,1,0,5,451,fashion,card,0
2279.0,0,13.5,0.17,0.934,0,0,2,1076,electronics,netbanking,0
470.25,2,139.03,0.471,0.288,0,0,4,1801,gaming,card,0
374.06,16,230.24,0.851,0.501,1,0,3,1232,travel,netbanking,0
1372.37,18,56.9,0.965,0.997,0,0,8,735,fashion,netbanking,0
2000.11,10,60.95,0.595,0.567,0,0,1,1273,grocery,card,0
1529.25,1,401.17,0.212,0.411,1,0,5,496,gaming,upi,0
488.11,9,151.42,0.185,0.93,0,0,3,195,travel,upi,0
2159.18,23,117.91,0.639,0.222,2,0,4,1470,travel,card,0
521.2,5,22.08,0.21,0.18,1,0,5,1689,electronics,netbanking,0
650.97,11,122.01,0.553,0.535,1,0,7,1228,fashion,upi,0
426.69,12,8.32,0.835,0.427,1,0,4,984,grocery,upi,1
4028.54,7,19.51,0.39,0.797,1,0,3,921,travel,card,0
2066.11,10,63.79,0.378,0.042,0,0,3,742,fashion,netbanking,0
2008.2,11,31.25,0.036,0.618,0,0,1,1940,fashion,card,0
3816.97,11,43.28,0.254,0.711,1,0,5,1013,fashion,upi,0
18263.31,17,36.01,0.698,0.972,1,0,5,1745,electronics,netbanking,0
198.5,13,91.94,0.36,0.146,1,0,7,90,travel,card,0
524.07,1,37.53,0.158,0.246,0,0,5,711,grocery,netbanking,0
592.19,0,45.89,0.106,0.932,1,0,4,438,fashion,netbanking,0
468.33,9,182.1,0.095,0.631,1,0,3,241,electronics,netbanking,0
373.31,21,157.87,0.659,0.038,1,0,7,1996,electronics,upi,0
812.69,0,5.02,0.613,0.077,0,0,4,113,fashion,card,1
324.86,1,24.56,0.519,0.785,0,0,5,1109,grocery,upi,0
1533.09,16,168.81,0.5,0.567,2,0,1,442,electronics,upi,1
1154.82,10,2.93,0.153,0.565,1,0,5,166,electronics,card,0
1774.06,5,18.78,0.501,0.88,1,0,6,1965,gaming,upi,0
1822.07,4,76.78,0.06,0.241,2,0,6,592,fashion,netbanking,1
2004.21,15,71.95,0.926,0.16,0,0,6,709,electronics,card,0
754.9,12,49.88,0.058,0.614,1,0,2,377,fashion,card,0
9146.65,15,45.94,0.424,0.882,2,0,5,1375,electronics,upi,1
1386.35,6,93.92,0.001,0.265,0,0,5,1850,fashion,netbanking,0
170.29,12,105.27,0.786,0.681,0,0,4,685,electronics,upi,0
402.47,20,132.79,0.166,0.152,1,0,8,1614,gaming,card,1
192.38,7,55.41,0.925,0.172,1,0,0,823,gaming,card,0
1115.81,9,14.29,0.044,0.902,1,0,3,1098,electronics,netbanking,0
970.87,3,71.66,0.821,0.118,0,0,6,1602,travel,upi,0
686.48,15,108.09,0.657,0.024,1,0,5,1904,gaming,upi,0
8192.1,0,281.14,0.25,0.775,1,1,3,1221,grocery,upi,1
1898.81,5,55.76,0.202,0.363,1,0,3,752,fashion,netbanking,0
2266.74,17,34.56,0.358,0.397,1,0,2,943,travel,netbanking,0
432.22,0,179.62,0.828,0.8,1,1,4,1731,travel,upi,1
403.77,23,3.8,0.862,0.18,0,0,7,713,travel,card,0
1137.75,9,37.18,0.175,0.65,1,0,5,940,travel,card,0
1303.76,9,75.35,0.353,0.314,1,0,6,1552,electronics,card,0
171.35,12,27.79,0.237,0.104,0,0,2,1698,travel,card,0
915.7,15,158.76,0.123,0.687,1,0,4,898,gaming,netbanking,0
1112.17,11,76.51,0.646,0.319,2,0,4,1802,grocery,netbanking,0
884.35,21,302.02,0.346,0.867,0,0,7,1725,grocery,netbanking,1
486.19,23,47.81,0.225,0.919,2,0,1,931,grocery,netbanking,0
639.36,4,17.95,0.866,0.849,0,0,5,562,fashion,upi,1
918.87,16,165.61,0.748,0.322,0,0,6,364,electronics,upi,1
1200.87,7,52.28,0.774,0.237,2,0,3,250,grocery,netbanking,0
2007.79,23,124.28,0.039,0.893,1,0,2,392,electronics,card,0
3232.0,6,57.09,0.915,0.453,1,0,3,146,electronics,card,1
817.01,7,10.85,0.575,0.708,0,0,4,584,grocery,netbanking,0
694.95,17,10.35,0.504,0.827,0,1,4,1982,fashion,upi,1
1698.76,18,32.12,0.011,0.278,1,0,2,453,grocery,upi,0
2019.98,3,10.39,0.898,0.119,0,0,5,775,gaming,netbanking,0
710.38,13,6.07,0.544,0.625,1,0,8,782,gaming,netbanking,1
2417.27,8,239.55,0.825,0.59,0,0,6,1044,gaming,netbanking,0
2920.72,14,20.47,0.656,0.27,0,0,6,1018,electronics,upi,0
3990.56,13,65.1,0.797,0.585,0,0,7,1166,electronics,card,0
6491.97,23,2.55,0.693,0.79,0,0,7,183,gaming,upi,1
461.09,22,42.03,0.921,0.35,0,0,5,649,fashion,netbanking,0
1111.98,15,20.6,0.225,0.242,0,0,4,1820,travel,upi,0
1109.07,16,44.12,0.202,0.725,0,0,3,1952,gaming,netbanking,0
994.19,21,161.96,0.713,0.786,2,0,5,14,grocery,card,0
572.91,4,32.15,0.501,0.954,1,0,1,1264,travel,card,0
248.25,17,92.06,0.599,0.148,2,0,3,285,grocery,netbanking,0
1203.13,18,25.51,0.709,0.889,1,0,0,1075,fashion,upi,0
508.59,3,98.73,0.547,0.765,0,0,1,26,electronics,upi,0
1195.11,21,12.26,0.788,0.702,1,0,3,1514,grocery,card,0
495.69,16,95.83,0.319,0.313,1,0,5,1973,electronics,upi,0
365.16,8,106.49,0.859,0.022,0,0,5,255,travel,netbanking,0
1386.17,11,3.74,0.108,0.508,1,0,1,827,electronics,upi,0
1275.28,11,2.69,0.634,0.286,1,0,2,396,gaming,upi,0
1957.22,22,80.15,0.89,0.29,1,0,3,400,gaming,upi,0
9758.21,23,32.27,0.253,0.927,1,0,3,1587,gaming,netbanking,1
1447.06,19,159.52,0.327,0.153,0,0,4,246,electronics,netbanking,0
1781.27,15,388.53,0.305,0.934,1,0,6,256,electronics,upi,1
373.32,2,62.01,0.564,0.504,0,0,8,747,travel,netbanking,0
302.81,21,75.68,0.413,0.838,0,0,4,624,gaming,upi,0
5339.19,3,25.77,0.108,0.284,2,0,4,1952,travel,netbanking,0
435.51,4,275.89,0.891,0.634,1,0,3,795,electronics,upi,0
386.08,1,76.6,0.205,0.557,1,0,1,1101,fashion,card,0
1054.58,22,55.82,0.534,0.924,0,0,4,215,grocery,upi,0
1002.05,11,50.92,0.595,0.179,2,0,1,714,gaming,netbanking,0
444.74,5,7.07,0.041,0.205,0,0,4,420,fashion,card,0
808.38,1,89.43,0.096,0.949,1,1,5,735,travel,netbanking,1
3749.49,9,14.78,0.972,0.098,0,0,2,614,grocery,netbanking,0
489.8,17,15.94,0.665,0.635,1,0,2,243,electronics,netbanking,0
272.14,23,94.36,0.034,0.061,0,0,8,1113,travel,netbanking,0
2814.65,13,5.6,0.794,0.077,0,0,4,1038,gaming,card,0
1794.17,14,59.2,0.509,0.597,0,0,6,1042,travel,card,0
589.62,20,71.19,0.075,0.551,1,0,2,854,gaming,upi,0
225.39,21,6.73,0.681,0.573,0,0,4,1054,travel,upi,0
520.81,6,25.1,0.499,0.474,1,0,3,1460,fashion,netbanking,0
1038.25,23,118.41,0.205,0.742,0,0,2,530,grocery,netbanking,1
3518.09,12,66.62,0.878,0.992,1,0,2,391,fashion,netbanking,0
388.94,22,37.11,0.291,0.276,1,0,6,1358,electronics,netbanking,1
1007.75,2,18.99,0.285,0.323,2,1,4,283,travel,card,0
2154.14,2,70.07,0.273,0.323,1,0,3,709,electronics,netbanking,0
101.37,21,32.93,0.767,0.763,0,0,3,1167,travel,netbanking,0
3083.39,16,48.89,0.706,0.348,0,0,5,1173,fashion,netbanking,1
336.15,4,86.21,0.903,0.677,3,0,5,1486,electronics,netbanking,0
1528.43,21,154.01,0.229,0.446,0,0,5,948,grocery,netbanking,0
1403.44,2,313.69,0.786,0.608,3,0,2,1000,fashion,netbanking,1
3244.08,16,112.07,0.573,0.829,1,1,3,98,travel,card,1
1902.5,4,88.6,0.309,0.514,3,0,3,1582,gaming,upi,0
101.77,1,307.14,0.035,0.475,0,0,3,481,fashion,netbanking,0
500.31,19,27.14,0.819,0.267,4,0,3,1683,electronics,upi,0
1259.17,20,57.49,0.241,0.516,1,0,4,1292,grocery,card,0
902.37,2,51.34,0.632,0.262,0,0,5,1834,travel,netbanking,0
1768.01,2,81.86,0.549,0.844,1,0,0,1751,fashion,card,1
2414.79,14,90.18,0.004,0.389,0,0,2,762,fashion,upi,0
2015.16,0,251.51,0.994,0.129,1,0,3,793,electronics,netbanking,1
885.12,17,15.8,0.814,0.24,1,0,2,1809,electronics,netbanking,0
173.06,21,63.98,0.486,0.535,1,0,3,1767,grocery,upi,1
695.42,18,37.3,0.68,0.916,1,0,5,1421,fashion,card,0
1662.98,5,15.6,0.477,0.301,0,0,4,1847,electronics,upi,0
368.54,4,13.14,0.745,0.264,0,0,1,1253,fashion,card,0
2061.68,16,30.32,0.134,0.407,0,0,3,59,travel,netbanking,0
2720.02,1,33.4,0.446,0.968,0,0,3,1112,grocery,netbanking,1
1244.97,12,183.93,0.336,0.845,0,0,8,746,fashion,netbanking,0
51.22,10,37.66,0.46,0.15,0,0,6,49,electronics,upi,0
305.49,17,69.23,0.45,0.614,1,0,4,1116,gaming,card,0
7231.41,4,85.67,0.143,0.792,0,0,4,1125,grocery,card,0
634.9,18,73.47,0.976,0.768,0,0,6,1466,electronics,upi,0
150.79,16,43.96,0.015,0.489,0,0,5,1560,grocery,netbanking,0
3771.57,5,189.53,0.01,0.732,1,0,4,651,fashion,upi,0
1111.38,8,169.6,0.373,0.584,1,0,5,1976,travel,netbanking,0
3310.78,1,63.47,0.62,0.201,0,0,2,888,travel,card,0
1446.58,10,6.97,0.18,0.056,0,0,5,871,fashion,netbanking,0
1734.65,6,45.75,0.533,0.369,1,0,0,369,gaming,card,0
1576.57,2,31.68,0.723,0.062,2,0,6,1980,electronics,upi,0
2202.81,13,57.47,0.094,0.395,1,0,4,794,travel,card,0
10693.92,13,47.31,0.984,0.829,0,0,4,350,fashion,upi,0
2895.77,2,60.25,0.337,0.844,0,0,5,1694,gaming,card,1
225.8,4,82.97,0.642,0.034,2,0,4,1916,grocery,card,0
1714.13,1,89.31,0.111,0.07,0,0,4,436,travel,card,0
3434.0,16,84.83,0.709,0.67,0,0,8,1183,gaming,card,1
3650.8,8,106.63,0.84,0.5,1,0,5,1811,electronics,upi,0
715.8,1,127.2,0.105,0.149,0,0,3,1328,electronics,card,1
3515.53,4,44.92,0.126,0.806,0,0,8,879,travel,netbanking,0
2773.16,23,217.19,0.281,0.216,2,0,6,1151,fashion,upi,0
14364.53,6,259.34,0.012,0.078,1,0,3,212,fashion,upi,0
518.01,16,27.85,0.986,0.75,2,0,3,1965,grocery,upi,0
660.24,11,184.49,0.598,0.608,2,0,2,1031,electronics,card,1
807.45,4,84.73,0.608,0.394,0,0,6,98,gaming,card,0
671.68,7,74.42,0.959,0.693,1,0,2,682,fashion,card,0
450.33,0,16.12,0.832,0.911,1,0,1,826,travel,netbanking,0
